"","REF_DATE","GEO","Violations","Statistics","VALUE","UOM"
"4854",2001,"Ontario","Total production - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"4855",2001,"Ontario","Total other Federal Statutes","Actual incidents",4990,"Number"
"4856",2001,"Ontario","Total other Federal Statutes","Rate per 100,000 population",41.94,"Rate"
"4857",2001,"Ontario","Total other Federal Statutes","Percentage contribution to the Crime Severity Index (CSI)",0.42,"Percent"
"4858",2001,"Ontario","Total Immigration and Refugee Protection Act","Actual incidents",1058,"Number"
"4859",2001,"Ontario","Total Immigration and Refugee Protection Act","Rate per 100,000 population",8.89,"Rate"
"4860",2001,"Ontario","Total Immigration and Refugee Protection Act","Percentage contribution to the Crime Severity Index (CSI)",0.08,"Percent"
"4861",2001,"Manitoba","Total, all violations","Actual incidents",141768,"Number"
"4862",2001,"Manitoba","Total, all violations","Rate per 100,000 population",12312.25,"Rate"
"4863",2001,"Manitoba","Total, all violations","Percentage contribution to the Crime Severity Index (CSI)",100,"Percent"
"4864",2001,"Manitoba","Total, all Criminal Code violations (including traffic)","Actual incidents",135579,"Number"
"4865",2001,"Manitoba","Total, all Criminal Code violations (including traffic)","Rate per 100,000 population",11774.74,"Rate"
"4866",2001,"Manitoba","Total, all Criminal Code violations (including traffic)","Percentage contribution to the Crime Severity Index (CSI)",97.26,"Percent"
"4867",2001,"Manitoba","Total, all Criminal Code violations (excluding traffic)","Actual incidents",131369,"Number"
"4868",2001,"Manitoba","Total, all Criminal Code violations (excluding traffic)","Rate per 100,000 population",11409.12,"Rate"
"4869",2001,"Manitoba","Total, all Criminal Code violations (excluding traffic)","Percentage contribution to the Crime Severity Index (CSI)",95.99,"Percent"
"4870",2001,"Manitoba","Total violent Criminal Code violations","Actual incidents",26453,"Number"
"4871",2001,"Manitoba","Total violent Criminal Code violations","Rate per 100,000 population",2297.39,"Rate"
"4872",2001,"Manitoba","Total violent Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",28.93,"Percent"
"4873",2001,"Manitoba","Total other violations causing death","Actual incidents",3,"Number"
"4874",2001,"Manitoba","Total other violations causing death","Rate per 100,000 population",0.26,"Rate"
"4875",2001,"Manitoba","Total other violations causing death","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"4876",2001,"Manitoba","Total sexual violations against children","Actual incidents",0,"Number"
"4877",2001,"Manitoba","Total sexual violations against children","Rate per 100,000 population",0,"Rate"
"4878",2001,"Manitoba","Total sexual violations against children","Percentage contribution to the Crime Severity Index (CSI)",0,"Percent"
"4879",2001,"Manitoba","Total assaults against a peace officer","Actual incidents",357,"Number"
"4880",2001,"Manitoba","Total assaults against a peace officer","Rate per 100,000 population",31,"Rate"
"4881",2001,"Manitoba","Total assaults against a peace officer","Percentage contribution to the Crime Severity Index (CSI)",0.15,"Percent"
"4882",2001,"Manitoba","Total other assaults","Actual incidents",147,"Number"
"4883",2001,"Manitoba","Total other assaults","Rate per 100,000 population",12.77,"Rate"
"4884",2001,"Manitoba","Total other assaults","Percentage contribution to the Crime Severity Index (CSI)",0.15,"Percent"
"4885",2001,"Manitoba","Total firearms, use of, discharge, pointing","Actual incidents",189,"Number"
"4886",2001,"Manitoba","Total firearms, use of, discharge, pointing","Rate per 100,000 population",16.41,"Rate"
"4887",2001,"Manitoba","Total firearms, use of, discharge, pointing","Percentage contribution to the Crime Severity Index (CSI)",0.45,"Percent"
"4888",2001,"Manitoba","Total robbery","Actual incidents",2041,"Number"
"4889",2001,"Manitoba","Total robbery","Rate per 100,000 population",177.26,"Rate"
"4890",2001,"Manitoba","Total robbery","Percentage contribution to the Crime Severity Index (CSI)",12.19,"Percent"
"4891",2001,"Manitoba","Total forcible confinement or kidnapping","Actual incidents",91,"Number"
"4892",2001,"Manitoba","Total forcible confinement or kidnapping","Rate per 100,000 population",7.9,"Rate"
"4893",2001,"Manitoba","Total forcible confinement or kidnapping","Percentage contribution to the Crime Severity Index (CSI)",0.44,"Percent"
"4894",2001,"Manitoba","Total abduction","Actual incidents",29,"Number"
"4895",2001,"Manitoba","Total abduction","Rate per 100,000 population",2.52,"Rate"
"4896",2001,"Manitoba","Total abduction","Percentage contribution to the Crime Severity Index (CSI)",0.04,"Percent"
"4897",2001,"Manitoba","Total offences in relation to sexual services","Actual incidents",NA,"Number"
"4898",2001,"Manitoba","Total offences in relation to sexual services","Rate per 100,000 population",NA,"Rate"
"4899",2001,"Manitoba","Total offences in relation to sexual services","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"4900",2001,"Manitoba","Total other violent violations","Actual incidents",157,"Number"
"4901",2001,"Manitoba","Total other violent violations","Rate per 100,000 population",13.64,"Rate"
"4902",2001,"Manitoba","Total other violent violations","Percentage contribution to the Crime Severity Index (CSI)",0.43,"Percent"
"4903",2001,"Manitoba","Total property crime violations","Actual incidents",85744,"Number"
"4904",2001,"Manitoba","Total property crime violations","Rate per 100,000 population",7446.68,"Rate"
"4905",2001,"Manitoba","Total property crime violations","Percentage contribution to the Crime Severity Index (CSI)",61.36,"Percent"
"4906",2001,"Manitoba","Total breaking and entering","Actual incidents",13326,"Number"
"4907",2001,"Manitoba","Total breaking and entering","Rate per 100,000 population",1157.33,"Rate"
"4908",2001,"Manitoba","Total breaking and entering","Percentage contribution to the Crime Severity Index (CSI)",25.51,"Percent"
"4909",2001,"Manitoba","Total possession of stolen property","Actual incidents",971,"Number"
"4910",2001,"Manitoba","Total possession of stolen property","Rate per 100,000 population",84.33,"Rate"
"4911",2001,"Manitoba","Total possession of stolen property","Percentage contribution to the Crime Severity Index (CSI)",0.77,"Percent"
"4912",2001,"Manitoba","Total trafficking in stolen property","Actual incidents",0,"Number"
"4913",2001,"Manitoba","Total trafficking in stolen property","Rate per 100,000 population",0,"Rate"
"4914",2001,"Manitoba","Total trafficking in stolen property","Percentage contribution to the Crime Severity Index (CSI)",0,"Percent"
"4915",2001,"Manitoba","Total theft of motor vehicle","Actual incidents",13200,"Number"
"4916",2001,"Manitoba","Total theft of motor vehicle","Rate per 100,000 population",1146.39,"Rate"
"4917",2001,"Manitoba","Total theft of motor vehicle","Percentage contribution to the Crime Severity Index (CSI)",11.41,"Percent"
"4918",2001,"Manitoba","Total theft over $5,000 (non-motor vehicle)","Actual incidents",492,"Number"
"4919",2001,"Manitoba","Total theft over $5,000 (non-motor vehicle)","Rate per 100,000 population",42.73,"Rate"
"4920",2001,"Manitoba","Total theft over $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",0.7,"Percent"
"4921",2001,"Manitoba","Total theft under $5,000 (non-motor vehicle)","Actual incidents",28289,"Number"
"4922",2001,"Manitoba","Total theft under $5,000 (non-motor vehicle)","Rate per 100,000 population",2456.84,"Rate"
"4923",2001,"Manitoba","Total theft under $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",10.83,"Percent"
"4924",2001,"Manitoba","Total mischief","Actual incidents",25888,"Number"
"4925",2001,"Manitoba","Total mischief","Rate per 100,000 population",2248.32,"Rate"
"4926",2001,"Manitoba","Total mischief","Percentage contribution to the Crime Severity Index (CSI)",7.88,"Percent"
"4927",2001,"Manitoba","Total other Criminal Code violations","Actual incidents",19172,"Number"
"4928",2001,"Manitoba","Total other Criminal Code violations","Rate per 100,000 population",1665.05,"Rate"
"4929",2001,"Manitoba","Total other Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",5.7,"Percent"
"4930",2001,"Manitoba","Total weapons violations","Actual incidents",887,"Number"
"4931",2001,"Manitoba","Total weapons violations","Rate per 100,000 population",77.03,"Rate"
"4932",2001,"Manitoba","Total weapons violations","Percentage contribution to the Crime Severity Index (CSI)",0.82,"Percent"
"4933",2001,"Manitoba","Total prostitution","Actual incidents",222,"Number"
"4934",2001,"Manitoba","Total prostitution","Rate per 100,000 population",19.28,"Rate"
"4935",2001,"Manitoba","Total prostitution","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"4936",2001,"Manitoba","Total administration of justice violations","Actual incidents",10924,"Number"
"4937",2001,"Manitoba","Total administration of justice violations","Rate per 100,000 population",948.73,"Rate"
"4938",2001,"Manitoba","Total administration of justice violations","Percentage contribution to the Crime Severity Index (CSI)",3.16,"Percent"
"4939",2001,"Manitoba","Total other violations","Actual incidents",1482,"Number"
"4940",2001,"Manitoba","Total other violations","Rate per 100,000 population",128.71,"Rate"
"4941",2001,"Manitoba","Total other violations","Percentage contribution to the Crime Severity Index (CSI)",1.13,"Percent"
"4942",2001,"Manitoba","Total Criminal Code traffic violations","Actual incidents",4210,"Number"
"4943",2001,"Manitoba","Total Criminal Code traffic violations","Rate per 100,000 population",365.63,"Rate"
"4944",2001,"Manitoba","Total Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",1.27,"Percent"
"4945",2001,"Manitoba","Total impaired driving","Actual incidents",3454,"Number"
"4946",2001,"Manitoba","Total impaired driving","Rate per 100,000 population",299.97,"Rate"
"4947",2001,"Manitoba","Total impaired driving","Percentage contribution to the Crime Severity Index (CSI)",0.65,"Percent"
"4948",2001,"Manitoba","Total other Criminal Code traffic violations","Actual incidents",756,"Number"
"4949",2001,"Manitoba","Total other Criminal Code traffic violations","Rate per 100,000 population",65.66,"Rate"
"4950",2001,"Manitoba","Total other Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",0.62,"Percent"
"4951",2001,"Manitoba","Total fail to stop or remain","Actual incidents",46,"Number"
"4952",2001,"Manitoba","Total fail to stop or remain","Rate per 100,000 population",4,"Rate"
"4953",2001,"Manitoba","Total fail to stop or remain","Percentage contribution to the Crime Severity Index (CSI)",0.03,"Percent"
"4954",2001,"Manitoba","Total Federal Statute violations","Actual incidents",6189,"Number"
"4955",2001,"Manitoba","Total Federal Statute violations","Rate per 100,000 population",537.5,"Rate"
"4956",2001,"Manitoba","Total Federal Statute violations","Percentage contribution to the Crime Severity Index (CSI)",2.74,"Percent"
"4957",2001,"Manitoba","Total drug violations","Actual incidents",2482,"Number"
"4958",2001,"Manitoba","Total drug violations","Rate per 100,000 population",215.56,"Rate"
"4959",2001,"Manitoba","Total drug violations","Percentage contribution to the Crime Severity Index (CSI)",0.97,"Percent"
"4960",2001,"Manitoba","Total, possession, other Controlled Drugs and Substances Act drugs","Actual incidents",106,"Number"
"4961",2001,"Manitoba","Total, possession, other Controlled Drugs and Substances Act drugs","Rate per 100,000 population",9.21,"Rate"
"4962",2001,"Manitoba","Total, possession, other Controlled Drugs and Substances Act drugs","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"4963",2001,"Manitoba","Total cannabis, trafficking, production or distribution (pre-legalization)","Actual incidents",520,"Number"
"4964",2001,"Manitoba","Total cannabis, trafficking, production or distribution (pre-legalization)","Rate per 100,000 population",45.16,"Rate"
"4965",2001,"Manitoba","Total cannabis, trafficking, production or distribution (pre-legalization)","Percentage contribution to the Crime Severity Index (CSI)",0.24,"Percent"
"4966",2001,"Manitoba","Total cocaine, trafficking, production or distribution","Actual incidents",225,"Number"
"4967",2001,"Manitoba","Total cocaine, trafficking, production or distribution","Rate per 100,000 population",19.54,"Rate"
"4968",2001,"Manitoba","Total cocaine, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",0.31,"Percent"
"4969",2001,"Manitoba","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Actual incidents",232,"Number"
"4970",2001,"Manitoba","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Rate per 100,000 population",20.15,"Rate"
"4971",2001,"Manitoba","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",0.31,"Percent"
"4972",2001,"Manitoba","Total Cannabis Act","Actual incidents",NA,"Number"
