"","REF_DATE","GEO","Income source","Statistics","UOM","SCALAR_FACTOR","VALUE"
"4350",2003,"Prince Edward Island","Wages, salaries and commissions","Number with income","Number","thousands",16.6488095238095
"4351",2003,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",2132.01111111111
"4352",2003,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7748.88888888889
"4353",2003,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8341.11111111111
"4354",2003,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",1276.5
"4355",2003,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",295.1
"4356",2003,"Quebec","Child benefits","Aggregate income","2021 constant dollars","millions",952.388888888889
"4357",2003,"Quebec","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",3986.11111111111
"4358",2003,"Quebec","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",3333.33333333333
"4359",2003,"Quebec","Child benefits","Number of persons","Number","thousands",1276.5
"4360",2003,"Quebec","Child benefits","Number with income","Number","thousands",240.333333333333
"4361",2003,"Quebec","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",1416.90476190476
"4362",2003,"Quebec","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",6290.47619047619
"4363",2003,"Quebec","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",5004.7619047619
"4364",2003,"Quebec","Employment Insurance (EI) benefits","Number of persons","Number","thousands",1276.5
"4365",2003,"Quebec","Employment Insurance (EI) benefits","Number with income","Number","thousands",216.428571428571
"4366",2003,"Quebec","Employment income","Aggregate income","2021 constant dollars","millions",40723.625
"4367",2003,"Quebec","Employment income","Average income (excluding zeros)","2021 constant dollars","units",37575
"4368",2003,"Quebec","Employment income","Median income (excluding zeros)","2021 constant dollars","units",33442.8571428571
"4369",2003,"Quebec","Employment income","Number of persons","Number","thousands",1276.5
"4370",2003,"Quebec","Employment income","Number with income","Number","thousands",945.375
"4371",2003,"Quebec","Government transfers","Aggregate income","2021 constant dollars","millions",6360.91666666667
"4372",2003,"Quebec","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",7370.83333333333
"4373",2003,"Quebec","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",5641.66666666667
"4374",2003,"Quebec","Government transfers","Number of persons","Number","thousands",1276.5
"4375",2003,"Quebec","Government transfers","Number with income","Number","thousands",825.041666666667
"4376",2003,"Quebec","Investment income","Aggregate income","2021 constant dollars","millions",2057.80952380952
"4377",2003,"Quebec","Investment income","Average income (excluding zeros)","2021 constant dollars","units",4631.42857142857
"4378",2003,"Quebec","Investment income","Median income (excluding zeros)","2021 constant dollars","units",620.833333333333
"4379",2003,"Quebec","Investment income","Number of persons","Number","thousands",1276.5
"4380",2003,"Quebec","Investment income","Number with income","Number","thousands",361.541666666667
"4381",2003,"Quebec","Market income","Aggregate income","2021 constant dollars","millions",46182.5416666667
"4382",2003,"Quebec","Market income","Average income (excluding zeros)","2021 constant dollars","units",39187.5
"4383",2003,"Quebec","Market income","Median income (excluding zeros)","2021 constant dollars","units",31300
"4384",2003,"Quebec","Market income","Number of persons","Number","thousands",1276.5
"4385",2003,"Quebec","Market income","Number with income","Number","thousands",1103.66666666667
"4386",2003,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",4238.94444444444
"4387",2003,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8188.88888888889
"4388",2003,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7033.33333333333
"4389",2003,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",1276.5
"4390",2003,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",464.666666666667
"4391",2003,"Quebec","Other government transfers","Aggregate income","2021 constant dollars","millions",742.291666666667
"4392",2003,"Quebec","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1470.83333333333
"4393",2003,"Quebec","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",733.333333333333
"4394",2003,"Quebec","Other government transfers","Number of persons","Number","thousands",1276.5
"4395",2003,"Quebec","Other government transfers","Number with income","Number","thousands",526.125
"4396",2003,"Quebec","Other income","Aggregate income","2021 constant dollars","millions",973.930555555556
"4397",2003,"Quebec","Other income","Average income (excluding zeros)","2021 constant dollars","units",5648.80952380952
"4398",2003,"Quebec","Other income","Median income (excluding zeros)","2021 constant dollars","units",2344.44444444444
"4399",2003,"Quebec","Other income","Number of persons","Number","thousands",1276.5
"4400",2003,"Quebec","Other income","Number with income","Number","thousands",163.208333333333
"4401",2003,"Quebec","Retirement income","Aggregate income","2021 constant dollars","millions",5835.37777777778
"4402",2003,"Quebec","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",23326.6666666667
"4403",2003,"Quebec","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",19191.1111111111
"4404",2003,"Quebec","Retirement income","Number of persons","Number","thousands",1276.5
"4405",2003,"Quebec","Retirement income","Number with income","Number","thousands",271.311111111111
"4406",2003,"Quebec","Self-employment income","Aggregate income","2021 constant dollars","millions",4438.25555555556
"4407",2003,"Quebec","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",26029.5238095238
"4408",2003,"Quebec","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",9400
"4409",2003,"Quebec","Self-employment income","Number of persons","Number","thousands",1276.5
"4410",2003,"Quebec","Self-employment income","Number with income","Number","thousands",128
"4411",2003,"Quebec","Social assistance","Aggregate income","2021 constant dollars","millions",860.095238095238
"4412",2003,"Quebec","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",8376.19047619048
"4413",2003,"Quebec","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",8745.2380952381
"4414",2003,"Quebec","Social assistance","Number of persons","Number","thousands",1276.5
"4415",2003,"Quebec","Social assistance","Number with income","Number","thousands",99.7619047619048
"4416",2003,"Quebec","Total income","Aggregate income","2021 constant dollars","millions",52543.3333333333
"4417",2003,"Quebec","Total income","Average income (excluding zeros)","2021 constant dollars","units",40570.8333333333
"4418",2003,"Quebec","Total income","Median income (excluding zeros)","2021 constant dollars","units",33025
"4419",2003,"Quebec","Total income","Number of persons","Number","thousands",1276.5
"4420",2003,"Quebec","Total income","Number with income","Number","thousands",1239.25
"4421",2003,"Quebec","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",38254.744047619
"4422",2003,"Quebec","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",36850
"4423",2003,"Quebec","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",33136.3095238095
"4424",2003,"Quebec","Wages, salaries and commissions","Number of persons","Number","thousands",1276.5
"4425",2003,"Quebec","Wages, salaries and commissions","Number with income","Number","thousands",877.916666666667
"4426",2003,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",392.333333333333
"4427",2003,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",8013.33333333333
"4428",2003,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",7748.88888888889
"4429",2003,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",153.666666666667
"4430",2003,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",50.9111111111111
"4431",2003,"Saskatchewan","Child benefits","Aggregate income","2021 constant dollars","millions",120.833333333333
"4432",2003,"Saskatchewan","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",3288.88888888889
"4433",2003,"Saskatchewan","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2694.44444444444
"4434",2003,"Saskatchewan","Child benefits","Number of persons","Number","thousands",153.666666666667
"4435",2003,"Saskatchewan","Child benefits","Number with income","Number","thousands",33.8333333333333
"4436",2003,"Saskatchewan","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",106.285714285714
"4437",2003,"Saskatchewan","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",6033.33333333333
